Chr	Start	End	Symbol	FBgn	Strand
3L	18679559	18680779	CR34254	FBgn0085283	+
3L	18681037	18681836	Sgf11	FBgn0036804	-
3L	18682184	18682860	CG32202	FBgn0052202	+
3L	18682895	18684061	Chmp1	FBgn0036805	-
3L	18684259	18686319	Cyp12c1	FBgn0036806	-
3L	18693352	18693952	lncRNA:CR43987	FBgn0264719	-
3L	18694187	18695648	CG6893	FBgn0036807	+
3L	18696402	18698412	Dic4	FBgn0036808	-
3L	18707933	18708692	lncRNA:CR44674	FBgn0265885	+
3L	18721893	18723272	CG12477	FBgn0036809	-
3L	18723807	18724312	lncRNA:CR43985	FBgn0264717	+
3L	18744488	18745699	CG6885	FBgn0036810	+
3L	18745856	18746623	MED11	FBgn0036811	+
3L	18746611	18748367	Nufip	FBgn0036812	-
3L	18748687	18750483	Atg3	FBgn0036813	+
3L	18750607	18801309	ftz-f1	FBgn0001078	-
3L	18753797	18754085	lncRNA:CR45938	FBgn0267600	-
3L	18772086	18801312	lncRNA:CR45939	FBgn0267601	-
3L	18802265	18820675	CG14073	FBgn0036814	-
3L	18821171	18822353	HipHop	FBgn0036815	+
3L	18822604	18828188	Cat	FBgn0000261	+
3L	18828632	18846267	Indy	FBgn0036816	-
3L	18841579	18842786	lncRNA:CR32027	FBgn0052027	+
3L	18852573	18861363	lncRNA:CR45388	FBgn0266937	+
3L	18854317	18854622	lncRNA:CR45387	FBgn0266936	+
3L	18858690	18866107	asRNA:CR45912	FBgn0267572	-
3L	18860971	18861054	mir-315	FBgn0262461	+
3L	18863647	18865514	CG6865	FBgn0036817	+
3L	18866225	18867431	CG14074	FBgn0036818	+
3L	18867771	18869219	Dysb	FBgn0036819	+
3L	18869230	18870057	Grx1	FBgn0036820	+
3L	18870045	18872553	Rad9	FBgn0025807	-
3L	18870224	18870897	Blos3	FBgn0085284	+
3L	18872747	18878245	Uggt	FBgn0014075	+
3L	18878250	18890483	CG3961	FBgn0036821	-
3L	18892383	18893278	NijB	FBgn0036822	+
3L	18893120	18898293	CG3902	FBgn0036824	-
3L	18896189	18896456	snoRNA:Psi28S-2566	FBgn0086661	-
3L	18898875	18900408	RpL26	FBgn0036825	+
3L	18900595	18901554	arx	FBgn0036826	-
3L	18901594	18902952	CG6843	FBgn0036827	+
3L	18903057	18904930	CSN1b	FBgn0027057	-
3L	18905372	18908974	CG6841	FBgn0036828	+
3L	18908260	18911182	Ir75d	FBgn0036829	-
3L	18908260	18914150	CG14077	FBgn0036830	-
3L	18917581	18919259	CG6839	FBgn0036831	+
3L	18919224	18920319	CG18223	FBgn0036832	-
3L	18920430	18922108	CG3819	FBgn0036833	-
3L	18922419	18946038	CG32204	FBgn0052204	-
3L	18925090	18926108	CG43049	FBgn0262351	+
3L	18950629	18955406	CG6836	FBgn0036834	+
3L	18979368	18979590	lncRNA:CR45689	FBgn0267249	+
3L	18984961	18985634	CG14075	FBgn0036835	+
3L	18985905	18988323	CG11619	FBgn0036836	-
3L	18988736	18989815	CG34256	FBgn0085285	-
3L	18990026	18998283	CG18135	FBgn0036837	-
3L	18997875	19000608	CG3808	FBgn0036838	-
3L	19000985	19003252	SmydA-2	FBgn0036839	-
3L	19003741	19045449	nkd	FBgn0002945	-
3L	19033317	19033900	lncRNA:CR45940	FBgn0267602	-
3L	19050757	19052026	Acp76A	FBgn0015586	-
3L	19052302	19052790	lncRNA:CR44675	FBgn0265886	+
3L	19052902	19053389	CG43407	FBgn0263326	-
3L	19059400	19062816	Ugt316A1	FBgn0036842	-
3L	19063165	19066151	Sfxn2	FBgn0036843	+
3L	19066155	19086426	Mkp3	FBgn0036844	-
3L	19090583	19090975	lncRNA:CR45386	FBgn0266935	+
3L	19092670	19094760	MESR6	FBgn0036846	+
3L	19094890	19096217	CNPYb	FBgn0036847	-
3L	19096399	19097709	Naxd	FBgn0036848	-
3L	19097999	19099064	CG14079	FBgn0036849	+
3L	19099123	19100363	Gem2	FBgn0036850	-
3L	19105381	19138975	CG14082	FBgn0036851	-
3L	19128450	19129665	Spn75F	FBgn0052203	-
3L	19140975	19235373	fz2	FBgn0016797	-
3L	19183998	19184726	lncRNA:CR45941	FBgn0267603	-
3L	19229061	19230102	lncRNA:CR43893	FBgn0264485	+
3L	19236360	19237057	CG33647	FBgn0053647	+
3L	19239864	19240139	lncRNA:CR43892	FBgn0264484	-
3L	19243755	19251653	lncRNA:CR46216	FBgn0267936	+
3L	19253290	19255061	mRpL21	FBgn0036853	-
3L	19255340	19257111	rept	FBgn0040075	+
3L	19257282	19260679	nes	FBgn0026630	-
3L	19260040	19260895	asRNA:CR45210	FBgn0266737	+
3L	19261394	19262437	Bet1	FBgn0260857	+
3L	19262232	19264184	Max	FBgn0017578	-
3L	19263766	19266838	CG42374	FBgn0259720	+
3L	19263766	19266838	CG9666	FBgn0036856	+
3L	19266061	19266838	CG45081	FBgn0266456	+
3L	19266473	19268913	Aldh7A1	FBgn0036857	-
3L	19269351	19274168	CG14085	FBgn0036859	+
3L	19269772	19270642	CG14088	FBgn0036858	-
3L	19275791	19279919	CG14086	FBgn0036860	+
3L	19280120	19280800	CG14089	FBgn0036861	-
3L	19281364	19292766	Gbs-76A	FBgn0036862	-
3L	19294564	19298830	fal	FBgn0028380	+
3L	19294727	19295198	asRNA:CR46048	FBgn0267715	-
3L	19298623	19337609	pip	FBgn0003089	-
3L	19340321	19412912	CG32206	FBgn0052206	-
3L	19387580	19390033	ms(3)76Ba	FBgn0036868	+
3L	19405539	19406013	lncRNA:CR43966	FBgn0264697	+
3L	19420390	19424183	hpRNA:CR32205	FBgn0052205	-
3L	19423758	19424146	CR33255	FBgn0053255	+
3L	19424702	19424926	CR42838	FBgn0262027	+
3L	19439927	19441195	lncRNA:CR45732	FBgn0267296	-
3L	19441719	19446444	CG33062	FBgn0053062	-
3L	19447173	19450238	Chd3	FBgn0023395	+
3L	19454760	19455672	lncRNA:CR45434	FBgn0266983	+
3L	19464049	19464759	CG14095	FBgn0036870	-
3L	19466567	19467079	CG14096	FBgn0036871	-
3L	19467346	19468160	CG32214	FBgn0052214	+
3L	19471656	19472228	825-Oak	FBgn0052208	-
3L	19472491	19473145	CG12519	FBgn0036872	+
3L	19474731	19475642	asRNA:CR46047	FBgn0267714	+
3L	19475017	19475578	CG18294	FBgn0036873	-
3L	19475839	19476423	CG32213	FBgn0052213	+
3L	19477329	19478720	hpRNA:CR32207	FBgn0052207	-
3L	19478284	19478670	CR42842	FBgn0262031	+
3L	19483826	19486498	brv1	FBgn0036874	-
3L	19486745	19488439	hpRNA:CR33940	FBgn0062928	-
3L	19487560	19488348	CG32212	FBgn0052212	+
3L	19492053	19497723	CG9449	FBgn0036875	-
3L	19498197	19500798	CG9451	FBgn0036876	-
3L	19501010	19503870	CG9452	FBgn0036877	-
3L	19504986	19505295	lncRNA:CR45731	FBgn0267295	-
3L	19517552	19518332	Cpr76Ba	FBgn0036878	-
3L	19519649	19520419	Cpr76Bb	FBgn0036879	+
3L	19520945	19527272	Cpr76Bc	FBgn0036880	+
3L	19532743	19538289	Cpr76Bd	FBgn0036881	+
3L	19538425	19544205	CG46434	FBgn0286940	-
3L	19538425	19544205	CG9279	FBgn0036882	-
3L	19543100	19543622	asRNA:CR43885	FBgn0264477	+
3L	19544345	19552290	Ltn1	FBgn0262517	-
3L	19545110	19547293	CG46435	FBgn0286941	+
3L	19545110	19547293	Rcd7	FBgn0260461	+
3L	19552420	19554767	CG9300	FBgn0036886	+
3L	19555533	19557202	lncRNA:CR44677	FBgn0265888	-
3L	19560820	19561190	lncRNA:CR44676	FBgn0265887	-
3L	19562636	19566533	lncRNA:CR45916	FBgn0267576	+
3L	19565131	19565208	mir-9a	FBgn0262373	+
3L	19566851	19584568	Shal	FBgn0005564	-
3L	19585093	19586003	CG9231	FBgn0036887	-
3L	19586253	19589111	CG9330	FBgn0036888	+
3L	19589072	19590524	CG14100	FBgn0036889	-
3L	19590773	19598755	ash1	FBgn0005386	-
3L	19599088	19601382	Taf6	FBgn0010417	+
3L	19601633	19604120	CG9368	FBgn0036890	+
3L	19604398	19606090	lush	FBgn0020277	-
3L	19606208	19608368	CG9372	FBgn0036891	+
3L	19607857	19612199	Lon	FBgn0036892	-
3L	19612455	19613489	PIG-F	FBgn0036893	+
3L	19613427	19618521	l(3)76BDm	FBgn0260655	-
3L	19618894	19620398	asf1	FBgn0029094	+
3L	19620502	19624309	ms(3)76Cc	FBgn0036895	+
3L	19624406	19635783	wnd	FBgn0036896	-
3L	19637207	19642816	Rnf146	FBgn0036897	-
3L	19647280	19649851	Oat	FBgn0022774	-
3L	19650506	19664104	tey	FBgn0036899	-
3L	19678921	19680121	lncRNA:CR44678	FBgn0265889	-
3L	19683941	19687353	CG8765	FBgn0036900	-
3L	19687637	19689992	Gbeta76C	FBgn0004623	+
3L	19690033	19695260	verm	FBgn0261341	-
3L	19700977	19708015	serp	FBgn0260653	-
3L	19714418	19718328	Trpml	FBgn0262516	-
3L	19719527	19793569	CG42637	FBgn0261360	-
3L	19728994	19730402	CG42529	FBgn0260434	+
3L	19745834	19749744	CG42638	FBgn0261361	-
3L	19750943	19793569	Gyc76C	FBgn0266136	-
3L	19760409	19761817	ms(3)76Ca	FBgn0036905	+
3L	19793935	19798979	SREBP	FBgn0261283	+
3L	19797961	19798059	mir-33	FBgn0262393	+
3L	19798975	19801291	CG14102	FBgn0036906	-
3L	19799278	19803427	Ir76a	FBgn0260874	+
3L	19803738	19805080	TORIP	FBgn0036908	-
3L	19805181	19806932	Ccdc58	FBgn0036909	+
3L	19805241	19806036	CG34116	FBgn0083952	-
3L	19806811	19807199	CG14104	FBgn0040786	-
3L	19807232	19810398	Kap-alpha1	FBgn0024889	+
3L	19810403	19813339	Cyp305a1	FBgn0036910	-
3L	19813770	19815938	cyc	FBgn0023094	-
3L	19816085	19817967	Fibp	FBgn0036911	-
3L	19818174	19830686	Deaf1	FBgn0013799	+
3L	19830864	19834304	trc	FBgn0003744	-
3L	19834670	19836413	CG32221	FBgn0052221	+
3L	19836614	19844944	kto	FBgn0001324	+
3L	19845293	19860925	Papss	FBgn0020389	+
3L	19861458	19861869	lncRNA:CR45433	FBgn0266982	+
3L	19867488	19871078	Rab8	FBgn0262518	-
3L	19871139	19881783	Usp32	FBgn0036913	+
3L	19882051	19910215	Mi-2	FBgn0262519	-
3L	19889120	19909410	Su(Tpl)	FBgn0014037	-
3L	19895216	19896391	lncRNA:CR32218	FBgn0052218	-
3L	19909365	19910203	asRNA:CR43889	FBgn0264481	+
3L	19910300	19912504	Prp3	FBgn0036915	+
3L	19912405	19913715	Mtr3	FBgn0036916	-
3L	19915051	19918160	Rpn1	FBgn0028695	+
3L	19918242	19923462	Su(z)12	FBgn0020887	-
3L	19923671	19924688	Pfdn6	FBgn0036918	+
3L	19924943	19927175	Grasp65	FBgn0036919	+
3L	19927194	19928508	CG8004	FBgn0036920	-
3L	19928743	19932930	RhoGDI	FBgn0036921	+
3L	19931691	19932331	CG46462	FBgn0287592	+
3L	19933720	19934201	lncRNA:CR45678	FBgn0267238	+
3L	19939287	19977960	Ac76E	FBgn0004852	+
3L	19950023	19951135	CG32219	FBgn0052219	-
3L	19951235	19951968	CG34258	FBgn0085287	-
3L	19951954	19952790	CG33710	FBgn0053710	-
3L	19952971	19953712	CG42655	FBgn0261507	-
3L	19953794	19954526	CG42654	FBgn0261506	-
3L	19954547	19955799	CG42263	FBgn0259148	-
3L	19978713	19979812	CG14182	FBgn0036922	-
3L	19981685	19984191	CG17732	FBgn0036923	+
3L	19984426	19985868	hale	FBgn0036924	-
3L	19986093	19988072	schuy	FBgn0036925	+
3L	19988027	19988991	Csas	FBgn0052220	-
3L	19989551	19991220	fln	FBgn0005633	-
3L	19989706	19990739	asRNA:CR45161	FBgn0266654	+
3L	19991887	19996269	CG7646	FBgn0036926	+
3L	19991887	19997568	Nca	FBgn0013303	+
3L	19997714	20000686	Gabat	FBgn0036927	-
3L	20000644	20002446	Tom20	FBgn0036928	+
3L	20002736	20004834	CG7668	FBgn0036929	+
3L	20005301	20024607	kug	FBgn0261574	+
3L	20024687	20027835	CG14183	FBgn0036931	-
3L	20027819	20029020	CG14184	FBgn0036932	-
3L	20058511	20089007	sNPF-R	FBgn0036934	-
3L	20098084	20103827	CG14186	FBgn0036935	-
3L	20104503	20105544	lncRNA:CR44679	FBgn0265890	+
3L	20106094	20107557	CG14185	FBgn0036936	+
3L	20108484	20111534	Ir76b	FBgn0036937	-
3L	20112265	20112847	CG14187	FBgn0036938	-
3L	20124298	20127381	CG7365	FBgn0036939	-
3L	20129181	20139010	gig	FBgn0005198	+
3L	20130451	20131743	obst-J	FBgn0036940	-
3L	20132032	20133268	CG7335	FBgn0036941	-
3L	20139210	20140607	CG7328	FBgn0036942	-
3L	20149614	20198317	CG42674	FBgn0261556	-
3L	20159990	20160486	lncRNA:CR45942	FBgn0267604	+
3L	20188522	20189779	Ssk	FBgn0036945	+
3L	20200093	20200487	CG42833	FBgn0262022	+
3L	20200443	20201638	obst-F	FBgn0036947	-
3L	20202070	20203687	CG7298	FBgn0036948	-
3L	20204309	20206046	CG7290	FBgn0036949	-
3L	20207534	20209600	CG6996	FBgn0036950	+
3L	20207866	20208801	asRNA:CR32224	FBgn0052224	-
3L	20210292	20212122	CG7017	FBgn0036951	-
3L	20218500	20220420	CG6933	FBgn0036952	-
3L	20221814	20223197	CG17145	FBgn0036953	+
3L	20223932	20225324	CG17147	FBgn0260393	+
3L	20226381	20230250	Su(var)3-3	FBgn0260397	+
3L	20231669	20233255	CG13813	FBgn0036956	+
3L	20233173	20241903	CG17233	FBgn0036958	-
3L	20241053	20243735	Clc	FBgn0024814	+
3L	20241267	20245312	CG6951	FBgn0036959	+
3L	20248080	20265554	rdgC	FBgn0265959	+
3L	20265598	20266200	asRNA:CR43876	FBgn0264468	-
3L	20265814	20268800	CG32228	FBgn0052228	+
3L	20268859	20295133	gogo	FBgn0052227	-
3L	20273389	20275335	CG17122	FBgn0036962	-
3L	20290702	20291152	lncRNA:CR43890	FBgn0264482	-
3L	20295802	20296971	FRG1	FBgn0036964	-
3L	20297129	20302141	Pex23	FBgn0052226	-
3L	20299410	20302295	asRNA:CR43872	FBgn0264464	+
3L	20299410	20309511	SCCRO4	FBgn0036967	+
3L	20304310	20306283	CG32225	FBgn0052225	-
3L	20309654	20313466	polo	FBgn0003124	+
3L	20313632	20316577	alphaSnap	FBgn0250791	+
3L	20315134	20317283	asRNA:CR43875	FBgn0264467	-
3L	20317190	20320116	Spn77Ba	FBgn0262057	+
3L	20320952	20322358	Spn77Bb	FBgn0036969	+
3L	20322377	20323209	CR6434	FBgn0036972	-
3L	20342634	20344319	Spn77Bc	FBgn0036970	+
3L	20345323	20346034	CR45385	FBgn0266934	+
3L	20345736	20347942	Rbbp5	FBgn0036973	-
3L	20348355	20353873	eRF1	FBgn0036974	+
3L	20353449	20356632	CG5618	FBgn0036975	+
3L	20356807	20358331	kin17	FBgn0024887	+
3L	20358512	20359820	CG5665	FBgn0036977	+
3L	20359833	20361585	DNApol-alpha60	FBgn0259676	-
3L	20361843	20366724	Toll-9	FBgn0036978	-
3L	20367198	20370259	in	FBgn0001259	+
3L	20370313	20371746	CG13247	FBgn0036979	+
3L	20371672	20375896	Ide	FBgn0001247	-
3L	20376242	20382398	RhoBTB	FBgn0036980	+
3L	20382405	20384109	CG5498	FBgn0027565	-
3L	20384429	20391913	fbl	FBgn0011205	+
3L	20389853	20391387	asRNA:CR43944	FBgn0264572	-
3L	20391685	20393553	CG33969	FBgn0053969	-
3L	20395394	20395851	lncRNA:CR45677	FBgn0267237	-
3L	20396288	20401609	trbl	FBgn0028978	-
3L	20404270	20407558	lncRNA:CR45973	FBgn0267635	+
3L	20407103	20410566	CG13248	FBgn0036984	-
3L	20413604	20424309	zye	FBgn0036985	+
3L	20424424	20426071	CG5282	FBgn0036986	-
3L	20426199	20427666	CG5274	FBgn0036987	-
3L	20427962	20430475	CG5262	FBgn0036988	-
3L	20430605	20432361	Las	FBgn0029158	-
3L	20432468	20435156	Psn	FBgn0284421	+
3L	20435110	20436209	mRpL15	FBgn0036990	-
3L	20436250	20438370	CtIP	FBgn0036991	+
3L	20438166	20439872	Hpd	FBgn0036992	-
3L	20439600	20439921	lncRNA:CR45176	FBgn0266686	+
3L	20439954	20440563	lncRNA:CR43943	FBgn0264571	+
3L	20442419	20450580	CG5910	FBgn0036993	+
3L	20450532	20452864	CG5199	FBgn0036994	-
3L	20453293	20454731	Uhg8	FBgn0083120	+
3L	20453733	20453821	snoRNA:Or-CD11	FBgn0086082	+
3L	20454007	20454085	snoRNA:Me18S-U1356a	FBgn0082949	+
3L	20454246	20454324	snoRNA:Me18S-U1356b	FBgn0082948	+
3L	20454496	20454574	snoRNA:Me18S-U1356c	FBgn0082947	+
3L	20454690	20464862	atk	FBgn0036995	-
3L	20460683	20462274	mag	FBgn0036996	+
3L	20464714	20466041	CG42764	FBgn0261832	-
3L	20466944	20469592	CG5955	FBgn0036997	+
3L	20469674	20473723	CG32428	FBgn0052428	-
3L	20473783	20474791	CG5969	FBgn0036998	+
3L	20474466	20477003	isoQC	FBgn0036999	+
3L	20484293	20494921	ZnT77C	FBgn0037000	-
3L	20492082	20497084	ND-39	FBgn0037001	+
3L	20497323	20514107	CG32425	FBgn0052425	+
3L	20499836	20501500	CG18281	FBgn0037003	+
3L	20504186	20505700	CG17637	FBgn0037004	+
3L	20506032	20507375	CG5078	FBgn0037005	+
3L	20514598	20519393	BNIP3	FBgn0037007	-
3L	20519590	20520772	mTerf3	FBgn0037008	-
3L	20521009	20522434	CG5104	FBgn0037009	+
3L	20522440	20526174	Pss	FBgn0287585	-
3L	20526576	20527910	CG4858	FBgn0037011	+
3L	20527972	20540417	Rcd2	FBgn0037012	-
3L	20533709	20535335	CG13250	FBgn0037013	+
3L	20557218	20557810	lncRNA:TS3	FBgn0284411	-
3L	20558197	20558520	lncRNA:CR46326	FBgn0284412	+
3L	20597141	20620659	knrl	FBgn0001323	-
3L	20623851	20624491	lncRNA:CR44684	FBgn0265895	-
3L	20626580	20628498	lncRNA:CR44683	FBgn0265894	-
3L	20626601	20627624	lncRNA:CR44680	FBgn0265891	+
3L	20633020	20633484	lncRNA:CR44681	FBgn0265892	+
3L	20634172	20634651	lncRNA:CR44682	FBgn0265893	+
3L	20637199	20640910	CG13251	FBgn0037014	+
3L	20652906	20654126	lncRNA:CR44685	FBgn0265896	+
3L	20692330	20695378	kni	FBgn0001320	-
3L	20712838	20719200	cmpy	FBgn0037015	-
3L	20714100	20715158	CG34260	FBgn0085289	+
3L	20729274	20729656	lncRNA:CR43945	FBgn0264573	-
3L	20730591	20744508	CG13252	FBgn0037016	+
3L	20737569	20739430	Gr77a	FBgn0045474	-
3L	20754976	20755685	CG33912	FBgn0053912	-
3L	20758883	20759192	CG43251	FBgn0262896	+
3L	20768207	20769500	CG4074	FBgn0037017	-
3L	20769586	20770138	CG4186	FBgn0040634	+
3L	20770143	20771507	CG4042	FBgn0037018	-
3L	20771528	20776931	Pitslre	FBgn0016696	+
3L	20776766	20778264	Pex16	FBgn0037019	-
3L	20778799	20780378	Pex14	FBgn0037020	+
3L	20780350	20786197	CG11399	FBgn0037021	-
3L	20785216	20789624	asRNA:CR46484	FBgn0287615	+
3L	20786340	20788137	CG11396	FBgn0037022	-
3L	20788886	20792777	Six4	FBgn0027364	-
3L	20795019	20795678	lncRNA:CR43705	FBgn0263844	-
3L	20795916	20796502	lncRNA:CR43706	FBgn0263845	-
3L	20797241	20798375	CG3698	FBgn0037023	-
3L	20798645	20800081	tzn	FBgn0037024	+
3L	20800410	20806853	Spc105R	FBgn0037025	+
3L	20806868	20809272	CG3634	FBgn0037026	-
3L	20809669	20813332	HIPP1	FBgn0037027	+
3L	20813353	20816075	CG3618	FBgn0037028	-
3L	20816118	20836048	Pka-R1	FBgn0259243	+
3L	20816901	20818027	Mst77F	FBgn0086915	-
3L	20836112	20837135	asRNA:CR45384	FBgn0266933	-
3L	20836182	20837153	CG3288	FBgn0037030	+
3L	20837488	20838839	CG13255	FBgn0040636	+
3L	20838313	20838700	asRNA:CR45943	FBgn0267605	-
3L	20839096	20841576	CSN3	FBgn0027055	-
3L	20841987	20844340	CG11456	FBgn0037031	+
3L	20844332	20885188	CG32432	FBgn0052432	-
3L	20887006	20888002	lncRNA:CR44686	FBgn0265897	-
3L	20896268	20897417	Sfp77F	FBgn0259972	-
3L	20897557	20898501	CG43931	FBgn0264552	+
3L	20901854	20902524	lncRNA:CR45383	FBgn0266932	+
3L	20905795	20906331	CG11458	FBgn0040637	+
3L	20912890	20913169	lncRNA:CR45733	FBgn0267297	+
3L	20913158	20913705	lncRNA:CR43930	FBgn0264551	-
3L	20920802	20921073	lncRNA:CR45734	FBgn0267298	+
3L	20921182	20921749	lncRNA:CR43929	FBgn0264550	-
3L	20925891	20949512	fng	FBgn0011591	-
3L	20927826	20929190	CG10589	FBgn0037035	+
3L	20950359	20950783	lncRNA:CR45243	FBgn0266778	-
3L	20955755	20956750	Sems	FBgn0037036	-
3L	20956934	20960660	CG10588	FBgn0037037	+
3L	20960398	20961386	CG11037	FBgn0037038	-
3L	20961537	20962555	CG10587	FBgn0037039	-
3L	20962655	20966762	CG12983	FBgn0037040	-
3L	20966766	20970663	CG33287	FBgn0053287	-
3L	20970812	20974700	CG33286	FBgn0053286	-
3L	20978765	20979650	CR33283	FBgn0053283	+
3L	20991673	20992930	CG12984	FBgn0037042	+
3L	20992814	21027434	skd	FBgn0003415	-
3L	21003707	21004201	asRNA:CR45944	FBgn0267606	+
3L	21006379	21006520	scaRNA:PsiU6-40	FBgn0263486	-
3L	21027915	21030141	Pdss2	FBgn0037044	+
3L	21028959	21029701	asRNA:CR45801	FBgn0267451	-
3L	21030280	21031360	CG10584	FBgn0037045	-
3L	21031825	21033561	Sin	FBgn0028402	+
3L	21033554	21034203	CG10581	FBgn0037046	-
3L	21034535	21075444	siz	FBgn0026179	+
3L	21065852	21066238	CG43072	FBgn0262482	+
3L	21075581	21131159	ko	FBgn0020294	-
3L	21088223	21088989	CG33285	FBgn0053285	-
3L	21119413	21119801	lncRNA:CR45945	FBgn0267607	+
3L	21121653	21123415	CG43938	FBgn0264566	+
3L	21123753	21124884	CG33284	FBgn0053284	+
3L	21131446	21133310	ICA69	FBgn0037050	+
3L	21133250	21136353	CG10565	FBgn0037051	-
3L	21136447	21171930	Ac78C	FBgn0024150	-
3L	21172853	21183278	chb	FBgn0021760	+
3L	21173118	21174973	AsnS	FBgn0270926	+
3L	21183313	21193363	CG42337	FBgn0259239	-
3L	21194617	21196136	asRNA:CR45951	FBgn0267613	+
3L	21194754	21196853	park	FBgn0041100	-
3L	21196831	21197738	CG34261	FBgn0085290	+
3L	21197411	21202882	CG33054	FBgn0053054	-
3L	21198261	21203232	CG33056	FBgn0053056	-
3L	21202920	21208092	CG10512	FBgn0037057	+
3L	21208148	21210084	CG10510	FBgn0037059	-
3L	21210215	21216051	CG10508	FBgn0037060	+
3L	21215995	21216839	CG12975	FBgn0037061	-
3L	21216901	21219240	Ilk	FBgn0028427	+
3L	21220400	21223118	CG43219	FBgn0262855	+
3L	21226609	21266503	Eip78C	FBgn0004865	+
3L	21258020	21258758	CG43218	FBgn0262854	+
3L	21266680	21268335	CG9391	FBgn0037063	-
3L	21268392	21270580	CG9389	FBgn0037064	-
3L	21268601	21269142	asRNA:CR45162	FBgn0266655	+
3L	21270722	21280243	AcCoAS	FBgn0012034	-
3L	21280491	21281506	ppl	FBgn0027945	-
3L	21281752	21285962	CG12974	FBgn0037065	-
3L	21286099	21290310	pzg	FBgn0259785	+
3L	21291860	21292800	Cpr78Ca	FBgn0037067	-
3L	21294492	21296698	Cpr78Cb	FBgn0037068	+
3L	21296763	21297803	Edg78E	FBgn0000551	-
3L	21298675	21299063	CG43702	FBgn0263841	+
3L	21300580	21301171	Cpr78Cc	FBgn0037069	+
3L	21301477	21302159	lncRNA:CR45432	FBgn0266981	+
3L	21301785	21304658	CG11309	FBgn0037070	-
3L	21302421	21304135	asRNA:CR45952	FBgn0267614	+
3L	21304697	21306197	CG7632	FBgn0037071	+
3L	21306138	21318020	Pc	FBgn0003042	-
3L	21318223	21318650	lncRNA:CR45674	FBgn0267234	-
3L	21318774	21335027	Rab26	FBgn0086913	+
3L	21333010	21333511	asRNA:CR46068	FBgn0267737	-
3L	21335215	21338232	Tsr1	FBgn0037073	+
3L	21337681	21343716	Tbc1d8-9	FBgn0037074	-
3L	21344033	21355049	CG32436	FBgn0052436	+
3L	21344768	21349288	ebd2	FBgn0037076	-
3L	21355100	21356495	CG12971	FBgn0037078	-
3L	21357683	21359867	CG32437	FBgn0052437	+
3L	21360179	21361229	CG32440	FBgn0052440	+
3L	21382501	21424416	rgn	FBgn0261258	+
3L	21398317	21398941	lncRNA:CR45953	FBgn0267615	+
3L	21405425	21406738	sa	FBgn0002842	-
3L	21413303	21413643	lncRNA:CR45954	FBgn0267616	+
3L	21420388	21433134	barc	FBgn0037081	-
3L	21427790	21433066	CG33288	FBgn0053288	+
3L	21433422	21438639	Aef1	FBgn0005694	+
3L	21438628	21441363	CG5664	FBgn0037082	-
3L	21442227	21444819	Alp1	FBgn0283479	-
3L	21445834	21448128	Syx7	FBgn0267849	+
3L	21474133	21476479	croc	FBgn0014143	-
3L	21484891	21490586	Neu2	FBgn0037085	-
3L	21491399	21492773	CG7202	FBgn0037086	-
3L	21493083	21493907	CG7519	FBgn0037087	+
3L	21494019	21497494	Hr78	FBgn0015239	-
3L	21496393	21498830	asRNA:CR43933	FBgn0264554	+
3L	21497549	21507538	Glg1	FBgn0264561	-
3L	21501421	21503959	Est-Q	FBgn0037090	+
3L	21507852	21512749	M6	FBgn0037092	+
3L	21512141	21515887	SAK	FBgn0026371	-
3L	21516306	21522684	Cdk12	FBgn0037093	+
3L	21523186	21528163	CG7611	FBgn0037094	+
3L	21528218	21529333	Arv1	FBgn0052442	-
3L	21528546	21529115	asRNA:CR43877	FBgn0264469	+
3L	21529959	21533713	Mkrn1	FBgn0029152	-
3L	21534660	21536861	ppk5	FBgn0053289	+
3L	21537000	21538582	Rpn10	FBgn0015283	+
3L	21538859	21539447	COX8	FBgn0263911	-
3L	21539862	21541215	VhaM9.7-b	FBgn0028663	+
3L	21542359	21543012	CG33290	FBgn0053290	+
3L	21543850	21554928	Wnk	FBgn0037098	-
3L	21555373	21558226	CG7173	FBgn0037099	-
3L	21558974	21562181	CapaR	FBgn0037100	-
3L	21565426	21567785	CG7634	FBgn0037101	+
3L	21568059	21568898	CRIF	FBgn0037102	-
3L	21569176	21573523	SMC5	FBgn0052438	+
3L	21574014	21574121	mir-193	FBgn0262330	+
3L	21574131	21575874	EMC10	FBgn0052441	+
3L	21576033	21577219	lncRNA:CR43939	FBgn0264567	-
3L	21576445	21576683	hpRNA:CR46340	FBgn0285994	-
3L	21586828	21613349	TfAP-2	FBgn0261953	+
3L	21594597	21595460	lncRNA:CR43940	FBgn0264568	+
3L	21613797	21617376	S1P	FBgn0037105	-
3L	21617623	21619873	CG11307	FBgn0037106	+
3L	21620000	21625647	CG7166	FBgn0037107	-
3L	21625806	21628571	Alg11	FBgn0037108	+
3L	21628325	21634446	MED1	FBgn0037109	-
3L	21635305	21636251	ORMDL	FBgn0037110	+
